"_id",Location,window.start,window.end,l.0.sensor,l.0.value,l.1.sensor,l.1.value,l.2.sensor,l.2.value,l.3.sensor,l.3.value,l.4.sensor,l.4.value,l.5.sensor,l.5.value,l.6.sensor,l.6.value,l.7.sensor,l.7.value,l.8.sensor,l.8.value,l.9.sensor,l.9.value,l.10.sensor,l.10.value,l.11.sensor,l.11.value,l.12.sensor,l.12.value,l.13.sensor,l.13.value,l.14.sensor,l.14.value,l.15.sensor,l.15.value,l.16.sensor,l.16.value,l.17.sensor,l.17.value,l.18.sensor,l.18.value,l.19.sensor,l.19.value,l.20.sensor,l.20.value,l.21.sensor,l.21.value,l.22.sensor,l.22.value,l.23.sensor,l.23.value,l.24.sensor,l.24.value,l.25.sensor,l.25.value,l.26.sensor,l.26.value,l.27.sensor,l.27.value,l.28.sensor,l.28.value,l.29.sensor,l.29.value,l.30.sensor,l.30.value,l.31.sensor,l.31.value,l.32.sensor,l.32.value,l.33.sensor,l.33.value,l.34.sensor,l.34.value,l.35.sensor,l.35.value,l.36.sensor,l.36.value,l.37.sensor,l.37.value,l.38.sensor,l.38.value,l.39.sensor,l.39.value,l.40.sensor,l.40.value,l.41.sensor,l.41.value,l.42.sensor,l.42.value,l.43.sensor,l.43.value,l.44.sensor,l.44.value,l.45.sensor,l.45.value,l.46.sensor,l.46.value,l.47.sensor,l.47.value,l.48.sensor,l.48.value,l.49.sensor,l.49.value,l.50.sensor,l.50.value,l.51.sensor,l.51.value,l.52.sensor,l.52.value,l.53.sensor,l.53.value,l.54.sensor,l.54.value,l.55.sensor,l.55.value,l.56.sensor,l.56.value,l.57.sensor,l.57.value,l.58.sensor,l.58.value,l.59.sensor,l.59.value,l.60.sensor,l.60.value,l.61.sensor,l.61.value,l.62.sensor,l.62.value,l.63.sensor,l.63.value,l.64.sensor,l.64.value,l.65.sensor,l.65.value,l.66.sensor,l.66.value,VW30cm,VW60cm,VW90cm,VW120cm,VW150cm,T30cm,T60cm,T90cm,T120cm,T150cm,Date,Time,DMN.BR09,DMN.BR08,DMN.BR07,DMN.BR06,DMN.BR05,DMN.BR04,DMN.BR03,DMN.BR02,DMN.BR13,DMN.BR01,DMN.BR12,DMN.BR11,DMN.BR10,DMN.Accuracy,DMN.DUD,DMN.DQA,DMN.Completeness,DMN.runTime
61d05e37bf56362b3e90d5c3,N/A,2022-01-01T13:58:00.000Z,2022-01-01T13:58:30.000Z,VW90cm,0.67,VW120cm,0.76,VW150cm,0.27,T60cm,49.45,VW60cm,0.37,T90cm,10.46,T90cm,7.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.67,0.76,0.27,,49.45,8.835,,,01/01/2022,14:58:00,unrealistic,2,2,2,2,0,true,true,unrealistic,true,unusual,realistic,unusual,20,do not use,bad quality,4,0
61d05e3bbf56362b3e90d5c4,CAF02,2022-01-01T13:58:30.000Z,2022-01-01T13:59:00.000Z,VW60cm,0.15,T120cm,38.96,VW60cm,0.63,VW60cm,0.12,T30cm,36.26,VW90cm,0.3,VW90cm,0.23,VW60cm,0.21,T60cm,36.15,T90cm,36.67,T120cm,33.13,T60cm,19.0,T90cm,30.5,VW120cm,0.14,VW150cm,0.61,VW60cm,0.0,T30cm,6.08,T30cm,41.68,VW90cm,0.04,T90cm,29.36,T30cm,37.37,VW120cm,0.15,T90cm,0.91,VW120cm,0.1,VW30cm,0.19,VW90cm,0.33,VW60cm,0.94,T30cm,39.48,T120cm,22.99,T150cm,9.51,T30cm,15.68,VW60cm,0.37,VW60cm,0.84,VW150cm,0.42,T60cm,40.6,VW120cm,0.23,VW120cm,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.4075,0.22500000000000003,0.124,0.515,29.424999999999997,31.916666666666668,24.36,31.69333333333333,9.51,01/01/2022,14:58:30,realistic,2,2,2,2,2,true,true,realistic,true,unrealistic,realistic,realistic,60,use,enough quality,5,0
61d05e40bf56362b3e90d5c5,CAF01,2022-01-01T13:58:30.000Z,2022-01-01T13:59:00.000Z,VW30cm,0.95,T30cm,6.38,VW150cm,,T120cm,0.86,T150cm,16.94,T60cm,18.4,VW90cm,0.57,VW120cm,0.41,T120cm,35.09,VW60cm,0.61,VW150cm,0.41,VW30cm,0.65,VW150cm,0.63,T150cm,49.27,T60cm,36.02,VW60cm,0.65,VW30cm,0.69,VW120cm,0.08,T150cm,47.81,T90cm,2.76,VW90cm,0.02,VW60cm,0.41,VW120cm,0.51,T120cm,4.23,T120cm,17.08,VW90cm,0.24,T120cm,44.85,VW150cm,0.87,VW150cm,0.01,T90cm,19.22,VW60cm,0.12,VW60cm,0.48,VW30cm,0.18,T30cm,44.7,VW120cm,0.56,VW150cm,0.57,VW60cm,0.73,T150cm,15.42,VW30cm,0.61,T90cm,39.52,T90cm,17.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.616,0.5,0.27666666666666667,0.39,,25.540000000000003,27.21,19.6675,20.422000000000004,32.36,01/01/2022,14:58:30,realistic,2,2,2,2,2,true,true,unrealistic,true,realistic,realistic,realistic,80,use,suitable,5,0
61d05e41bf56362b3e90d5c6,CAF03,2022-01-01T13:58:30.000Z,2022-01-01T13:59:00.000Z,VW150cm,,VW120cm,0.27,T120cm,46.15,VW120cm,0.43,VW150cm,0.32,T120cm,46.71,T30cm,16.9,T60cm,2.91,VW150cm,0.95,T120cm,30.35,T30cm,0.07,VW30cm,0.99,VW60cm,0.06,T90cm,28.53,VW90cm,0.05,VW150cm,,T120cm,49.51,VW30cm,0.89,T30cm,,T60cm,33.26,VW30cm,0.91,T120cm,25.09,T60cm,10.16,VW30cm,0.97,T60cm,21.94,VW90cm,0.83,T30cm,14.61,VW30cm,0.94,VW60cm,0.63,T150cm,8.74,VW150cm,0.57,VW90cm,,T90cm,36.84,T30cm,6.76,VW150cm,0.83,VW30cm,0.04,T120cm,,T90cm,48.32,VW120cm,0.19,VW30cm,0.65,VW90cm,0.58,VW30cm,0.53,T30cm,19.81,VW90cm,0.77,T60cm,40.83,VW90cm,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,0.345,,0.29666666666666663,,,21.82,37.89666666666667,,8.74,01/01/2022,14:58:30,unusual,2,2,2,2,2,true,true,unrealistic,true,unrealistic,unrealistic,realistic,20,do not use,bad quality,5,0
61d05e45bf56362b3e90d5c7,CAF01,2022-01-01T13:58:00.000Z,2022-01-01T13:58:30.000Z,VW60cm,0.04,T120cm,18.88,T90cm,16.23,T120cm,30.58,T60cm,7.88,VW60cm,0.71,T60cm,14.42,VW150cm,,T120cm,23.67,T90cm,36.37,T150cm,17.92,T60cm,6.81,VW60cm,0.13,VW120cm,0.59,T60cm,26.75,T120cm,11.19,VW60cm,0.15,VW120cm,0.36,VW60cm,0.07,VW150cm,0.91,T60cm,34.64,T90cm,9.89,VW30cm,0.88,T150cm,9.46,VW30cm,0.02,VW90cm,0.83,VW60cm,0.45,VW150cm,0.76,T90cm,13.97,VW60cm,0.07,T60cm,0.69,T150cm,,T30cm,13.98,T150cm,35.83,VW120cm,0.18,VW30cm,0.21,VW150cm,0.11,T90cm,39.46,T120cm,16.42,T120cm,46.07,VW120cm,0.3,VW60cm,0.63,VW120cm,0.31,T150cm,5.53,T60cm,42.94,T60cm,25.77,T150cm,37.83,VW30cm,0.7,VW60cm,0.52,T30cm,34.23,T120cm,9.46,T150cm,38.96,VW30cm,0.54,T120cm,30.43,VW150cm,0.94,VW150cm,0.17,T30cm,48.6,T150cm,24.89,VW120cm,0.18,VW120cm,0.7,,,,,,,,,,,,,,,0.47000000000000003,0.30777777777777776,0.83,0.3742857142857143,,32.27,19.9875,23.183999999999997,23.337500000000002,,01/01/2022,14:58:00,realistic,0,2,2,2,2,true,true,unrealistic,true,realistic,unusual,realistic,60,use,enough quality,4,1
61d05e45bf56362b3e90d5c8,CAF02,2022-01-01T13:58:00.000Z,2022-01-01T13:58:30.000Z,VW120cm,0.37,T30cm,27.09,VW120cm,0.0,VW150cm,0.47,VW90cm,0.79,VW60cm,0.95,T150cm,,VW120cm,0.02,T30cm,29.31,T90cm,26.37,T30cm,27.39,VW90cm,0.09,VW60cm,0.18,VW120cm,0.35,VW120cm,0.8,T60cm,,T120cm,1.74,T60cm,6.28,VW120cm,0.08,T120cm,30.36,T60cm,,T90cm,31.77,T60cm,12.73,VW60cm,0.6,T60cm,30.68,T150cm,6.17,T150cm,42.66,VW90cm,0.62,T150cm,3.3,VW150cm,0.33,T30cm,28.84,VW60cm,0.25,T90cm,16.53,T60cm,8.27,VW120cm,0.13,VW30cm,0.95,VW120cm,0.18,VW150cm,0.59,T90cm,33.79,VW30cm,0.51,VW30cm,0.45,VW60cm,0.11,VW30cm,0.57,T60cm,33.31,T60cm,20.7,VW150cm,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,0.418,0.5,0.24125,0.36000000000000004,28.1575,,27.115000000000002,16.05,,01/01/2022,14:58:00,realistic,2,2,2,2,2,true,true,unrealistic,true,realistic,realistic,unrealistic,60,use,enough quality,5,0
61d05e4abf56362b3e90d5c9,CAF04,2022-01-01T13:59:30.000Z,2022-01-01T14:00:00.000Z,T120cm,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.04,,01/01/2022,14:59:30,unrealistic,0,2,0,0,0,true,true,unrealistic,true,unrealistic,unrealistic,unrealistic,0,do not use,bad quality,1,0
61d05e4dbf56362b3e90d5ca,CAF05,2022-01-01T13:59:00.000Z,2022-01-01T13:59:30.000Z,T150cm,44.61,T120cm,41.52,VW120cm,0.32,T120cm,12.46,T30cm,12.19,T30cm,35.63,VW90cm,0.81,T30cm,34.93,T150cm,0.96,VW150cm,,VW60cm,0.84,VW30cm,0.19,T150cm,25.47,VW90cm,0.99,VW60cm,0.24,VW60cm,0.63,VW90cm,0.49,VW30cm,0.0,VW150cm,0.93,VW30cm,0.88,VW150cm,0.43,T30cm,9.16,T60cm,8.38,VW30cm,0.07,T150cm,36.04,VW60cm,0.73,T30cm,9.36,VW90cm,0.96,VW60cm,0.84,T90cm,24.67,VW120cm,0.89,T60cm,45.11,VW30cm,0.38,VW90cm,0.35,VW30cm,0.32,T60cm,13.24,T120cm,10.47,VW60cm,0.94,T120cm,49.11,VW150cm,0.98,VW60cm,0.17,T30cm,5.11,VW30cm,0.97,T150cm,49.45,T60cm,29.38,VW90cm,0.74,T30cm,21.67,T90cm,13.33,VW30cm,0.55,VW90cm,0.48,T30cm,9.54,VW90cm,0.05,T60cm,4.98,T30cm,39.91,VW150cm,0.32,VW60cm,0.32,T60cm,0.27,,,,,,,,,,,,,,,,,,,,,0.42000000000000004,0.58875,0.60875,0.605,,19.72222222222222,16.893333333333334,19.0,28.39,31.305999999999994,01/01/2022,14:59:00,realistic,2,2,2,2,2,true,true,unrealistic,true,realistic,realistic,realistic,80,use,suitable,5,0
61d05e4ebf56362b3e90d5cb,CAF02,2022-01-01T13:59:00.000Z,2022-01-01T13:59:30.000Z,VW60cm,0.95,VW30cm,0.47,T150cm,7.89,T30cm,34.68,VW30cm,0.26,VW30cm,0.64,T60cm,46.18,T60cm,46.26,VW120cm,0.71,VW150cm,0.32,T30cm,49.0,T90cm,5.84,T120cm,28.7,VW30cm,0.04,T60cm,40.73,T120cm,43.99,VW60cm,0.18,VW60cm,,T90cm,38.0,T120cm,24.84,T120cm,27.33,T150cm,46.76,VW30cm,0.5,T150cm,1.58,T150cm,15.05,T60cm,48.13,T150cm,19.06,VW120cm,0.29,T30cm,2.63,VW60cm,0.98,T120cm,27.53,VW30cm,0.82,T120cm,17.24,T150cm,21.84,VW60cm,0.07,T120cm,5.1,T60cm,17.12,VW30cm,0.02,T30cm,1.17,T60cm,21.08,T150cm,30.35,T150cm,,VW30cm,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38375,,,0.5,0.32,21.87,36.583333333333336,21.92,24.96142857142857,,01/01/2022,14:59:00,realistic,2,2,2,2,2,true,true,unrealistic,true,realistic,unrealistic,unrealistic,40,do not use,bad quality,5,0
61d05e4fbf56362b3e90d5cc,CAF01,2022-01-01T13:59:00.000Z,2022-01-01T13:59:30.000Z,T30cm,46.43,VW90cm,0.02,T60cm,4.49,T60cm,23.37,VW30cm,0.79,VW60cm,0.33,T30cm,15.96,T150cm,4.5,T30cm,23.75,T120cm,49.88,T30cm,19.01,T120cm,28.02,T60cm,,VW60cm,0.02,T150cm,17.18,T30cm,27.4,VW30cm,0.76,VW120cm,0.29,VW120cm,0.24,VW90cm,0.68,T90cm,34.02,T30cm,35.22,T60cm,2.07,T150cm,36.8,VW30cm,0.27,VW120cm,0.47,T90cm,20.58,T30cm,27.19,VW90cm,0.98,T90cm,3.28,VW90cm,0.68,T120cm,2.93,VW30cm,0.01,VW120cm,,T60cm,19.69,VW60cm,0.02,T120cm,29.24,T30cm,30.76,T150cm,,T60cm,44.75,T60cm,9.17,VW90cm,0.09,T90cm,21.52,VW90cm,0.89,T60cm,28.56,VW120cm,0.35,T120cm,20.38,VW60cm,0.64,T90cm,33.36,T120cm,35.82,VW120cm,0.01,VW60cm,0.76,VW90cm,0.4,VW150cm,0.21,VW120cm,0.98,VW90cm,0.11,,,,,,,,,,,,,,,,,,,,,,,0.4575,0.354,0.48125,,0.21,28.215,,22.552,27.71166666666667,,01/01/2022,14:59:00,realistic,2,2,2,2,2,true,true,unrealistic,true,unrealistic,realistic,unrealistic,40,do not use,bad quality,5,0
61d05e53bf56362b3e90d5cd,CAF02,2022-01-01T13:59:30.000Z,2022-01-01T14:00:00.000Z,T30cm,5.86,VW90cm,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,5.86,,,,,01/01/2022,14:59:30,unrealistic,0,0,2,0,2,true,true,unrealistic,true,unrealistic,unrealistic,unrealistic,0,do not use,bad quality,2,0
61d05e55bf56362b3e90d5ce,CAF05,2022-01-01T13:58:30.000Z,2022-01-01T13:59:00.000Z,T60cm,38.6,VW30cm,0.66,T30cm,22.89,T90cm,46.81,T150cm,46.56,VW90cm,0.19,VW60cm,0.78,T30cm,20.53,T90cm,42.55,VW30cm,0.91,T90cm,17.9,T90cm,15.46,T90cm,4.58,T150cm,7.91,VW30cm,0.12,VW90cm,0.82,VW120cm,0.44,VW150cm,0.45,T60cm,22.44,T30cm,33.19,VW120cm,0.24,VW150cm,0.15,T150cm,14.09,T120cm,19.24,T60cm,5.7,VW150cm,0.7,T90cm,37.77,VW90cm,0.89,VW60cm,0.12,T30cm,0.4,VW150cm,0.67,VW30cm,0.93,T150cm,37.6,VW120cm,0.31,VW60cm,0.64,T150cm,48.18,VW90cm,0.74,VW60cm,0.08,T90cm,31.14,VW120cm,0.75,T120cm,49.53,T60cm,9.65,T60cm,,VW30cm,0.47,T60cm,4.53,T30cm,22.6,VW90cm,0.56,VW30cm,0.24,VW60cm,,T150cm,45.45,VW60cm,0.72,T120cm,21.25,T60cm,14.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.555,,0.6399999999999999,0.435,0.49249999999999994,19.922000000000004,,28.029999999999998,30.006666666666664,33.29833333333334,01/01/2022,14:58:30,realistic,2,2,2,0,2,true,true,realistic,true,realistic,realistic,unrealistic,60,use,enough quality,4,0
61d05e56bf56362b3e90d5cf,N/A,2022-01-01T13:58:30.000Z,2022-01-01T13:59:00.000Z,VW60cm,0.39,T30cm,49.18,VW120cm,0.6,VW90cm,0.91,VW150cm,0.04,T30cm,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.91,0.6,0.04,26.875,,,,,01/01/2022,14:58:30,unrealistic,2,2,2,2,2,true,true,unrealistic,true,unrealistic,unusual,unrealistic,0,do not use,bad quality,5,0
61d05e58bf56362b3e90d5d0,CAF04,2022-01-01T13:58:30.000Z,2022-01-01T13:59:00.000Z,T60cm,38.11,T120cm,39.59,T30cm,17.98,T60cm,48.7,T60cm,13.16,T150cm,2.68,T120cm,23.77,VW30cm,0.54,VW60cm,0.86,VW30cm,0.78,VW90cm,0.07,T60cm,2.3,T150cm,40.92,T30cm,48.63,T150cm,29.99,VW90cm,0.62,VW30cm,0.62,T90cm,46.53,T90cm,39.75,T30cm,6.88,VW30cm,0.19,T60cm,16.64,T90cm,37.01,T30cm,33.65,T120cm,15.5,T90cm,37.57,T60cm,0.72,T60cm,43.5,VW120cm,0.17,T30cm,28.47,VW120cm,0.65,T150cm,30.11,VW120cm,0.31,VW90cm,0.98,VW60cm,0.91,T60cm,0.02,T120cm,32.3,T90cm,15.98,VW150cm,0.05,T30cm,41.69,T150cm,1.1,VW30cm,0.57,VW30cm,0.88,T60cm,11.4,VW90cm,0.3,VW60cm,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5966666666666666,0.7333333333333334,0.4925,0.3766666666666667,0.05,29.549999999999997,19.394444444444446,35.367999999999995,27.79,20.96,01/01/2022,14:58:30,realistic,2,2,2,2,2,true,true,unrealistic,true,realistic,realistic,unusual,60,use,enough quality,5,0
61d05e59bf56362b3e90d5d1,CAF03,2022-01-01T13:59:00.000Z,2022-01-01T13:59:30.000Z,T90cm,3.64,VW30cm,0.03,T120cm,27.07,VW60cm,0.61,VW120cm,0.69,VW150cm,0.93,VW90cm,0.86,VW30cm,0.36,T60cm,5.37,T30cm,9.12,VW60cm,0.32,VW120cm,0.36,T90cm,30.9,T90cm,34.76,VW120cm,0.08,VW90cm,0.72,VW120cm,0.17,T120cm,2.36,T60cm,40.02,T120cm,28.38,T90cm,25.89,T30cm,21.09,VW90cm,0.88,T90cm,25.86,T90cm,45.46,T90cm,26.86,T60cm,25.55,VW30cm,0.52,VW60cm,0.25,T90cm,23.66,T30cm,37.16,T150cm,22.44,VW150cm,0.58,T120cm,21.12,T30cm,42.17,VW60cm,0.41,VW30cm,0.18,T120cm,21.57,T150cm,45.62,T90cm,7.03,T90cm,26.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2725,0.39749999999999996,0.82,0.32499999999999996,0.755,27.385,23.646666666666665,25.094,20.1,34.03,01/01/2022,14:59:00,realistic,2,2,2,2,2,true,true,unusual,true,realistic,unusual,realistic,60,use,enough quality,5,0
61d05e5bbf56362b3e90d5d2,CAF03,2022-01-01T13:59:30.000Z,2022-01-01T14:00:00.000Z,VW150cm,0.12,VW30cm,0.28,T150cm,15.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,,,0.12,,,,,15.52,01/01/2022,14:59:30,unrealistic,2,0,0,0,2,true,true,unrealistic,true,unrealistic,unrealistic,unrealistic,0,do not use,bad quality,2,0
61d05e5cbf56362b3e90d5d3,CAF04,2022-01-01T13:59:00.000Z,2022-01-01T13:59:30.000Z,T90cm,36.96,T30cm,12.83,VW150cm,0.19,VW60cm,0.76,T90cm,34.29,VW150cm,0.9,VW60cm,0.41,VW90cm,0.59,VW150cm,0.75,T60cm,2.44,T60cm,42.89,T90cm,5.75,VW120cm,,T90cm,27.43,VW90cm,0.31,VW150cm,0.52,VW150cm,0.25,T150cm,5.92,VW150cm,0.56,VW60cm,0.96,T150cm,11.73,VW30cm,0.05,T150cm,44.27,T120cm,3.71,VW60cm,0.28,VW150cm,0.0,T60cm,11.0,T90cm,38.66,T30cm,25.34,T90cm,12.42,VW150cm,0.09,T30cm,7.94,VW30cm,0.34,T30cm,42.88,VW30cm,0.88,VW60cm,0.58,VW90cm,0.69,T30cm,39.54,VW120cm,0.05,VW60cm,0.0,T60cm,1.48,T90cm,15.52,T30cm,33.62,VW30cm,0.8,VW150cm,0.23,T90cm,46.16,T60cm,,T120cm,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5175000000000001,0.49833333333333335,0.5299999999999999,,0.3877777777777778,27.025000000000002,,27.14875,12.655000000000001,20.64,01/01/2022,14:59:00,realistic,2,2,2,2,2,true,true,realistic,true,unrealistic,realistic,unrealistic,40,do not use,bad quality,5,0
61d05e5dbf56362b3e90d5d4,CAF02,2022-01-01T13:58:30.000Z,2022-01-01T13:59:00.000Z,VW60cm,0.15,T120cm,38.96,VW60cm,0.63,VW60cm,0.12,T30cm,36.26,VW90cm,0.3,VW90cm,0.23,VW60cm,0.21,T60cm,36.15,T90cm,36.67,T120cm,33.13,T60cm,19.0,T90cm,30.5,VW120cm,0.14,VW150cm,0.61,VW60cm,0.0,T30cm,6.08,T30cm,41.68,VW90cm,0.04,T90cm,29.36,T30cm,37.37,VW120cm,0.15,T90cm,0.91,VW120cm,0.1,VW30cm,0.19,VW90cm,0.33,VW60cm,0.94,T30cm,39.48,T120cm,22.99,T150cm,9.51,T30cm,15.68,VW60cm,0.37,VW60cm,0.84,VW150cm,0.42,T60cm,40.6,VW120cm,0.23,VW120cm,0.0,T90cm,18.63,VW120cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.4075,0.22500000000000003,,0.515,29.424999999999997,31.916666666666668,23.214,31.69333333333333,9.51,01/01/2022,14:58:30,realistic,2,2,2,2,2,true,true,realistic,true,unrealistic,realistic,realistic,60,use,enough quality,5,0
61d05e62bf56362b3e90d5d5,CAF01,2022-01-01T13:58:30.000Z,2022-01-01T13:59:00.000Z,VW30cm,0.95,T30cm,6.38,VW150cm,,T120cm,0.86,T150cm,16.94,T60cm,18.4,VW90cm,0.57,VW120cm,0.41,T120cm,35.09,VW60cm,0.61,VW150cm,0.41,VW30cm,0.65,VW150cm,0.63,T150cm,49.27,T60cm,36.02,VW60cm,0.65,VW30cm,0.69,VW120cm,0.08,T150cm,47.81,T90cm,2.76,VW90cm,0.02,VW60cm,0.41,VW120cm,0.51,T120cm,4.23,T120cm,17.08,VW90cm,0.24,T120cm,44.85,VW150cm,0.87,VW150cm,0.01,T90cm,19.22,VW60cm,0.12,VW60cm,0.48,VW30cm,0.18,T30cm,44.7,VW120cm,0.56,VW150cm,0.57,VW60cm,0.73,T150cm,15.42,VW30cm,0.61,T90cm,39.52,T90cm,17.17,T120cm,1.85,VW90cm,0.44,VW120cm,0.45,T30cm,40.0,T60cm,11.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.616,0.5,0.3175,0.402,,30.360000000000003,21.92,19.6675,17.326666666666668,32.36,01/01/2022,14:58:30,realistic,2,2,2,2,2,true,true,unrealistic,true,realistic,realistic,realistic,80,use,suitable,5,0
61d05e63bf56362b3e90d5d6,CAF03,2022-01-01T13:58:30.000Z,2022-01-01T13:59:00.000Z,VW150cm,,VW120cm,0.27,T120cm,46.15,VW120cm,0.43,VW150cm,0.32,T120cm,46.71,T30cm,16.9,T60cm,2.91,VW150cm,0.95,T120cm,30.35,T30cm,0.07,VW30cm,0.99,VW60cm,0.06,T90cm,28.53,VW90cm,0.05,VW150cm,,T120cm,49.51,VW30cm,0.89,T30cm,,T60cm,33.26,VW30cm,0.91,T120cm,25.09,T60cm,10.16,VW30cm,0.97,T60cm,21.94,VW90cm,0.83,T30cm,14.61,VW30cm,0.94,VW60cm,0.63,T150cm,8.74,VW150cm,0.57,VW90cm,,T90cm,36.84,T30cm,6.76,VW150cm,0.83,VW30cm,0.04,T120cm,,T90cm,48.32,VW120cm,0.19,VW30cm,0.65,VW90cm,0.58,VW30cm,0.53,T30cm,19.81,VW90cm,0.77,T60cm,40.83,VW90cm,0.67,VW30cm,0.53,VW150cm,0.65,VW60cm,0.72,VW90cm,0.33,T120cm,33.84,T90cm,16.84,T150cm,34.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7166666666666667,0.47,,0.29666666666666663,,,21.82,32.6325,,21.445,01/01/2022,14:58:30,unusual,2,2,2,2,2,true,true,unrealistic,true,unrealistic,unrealistic,realistic,20,do not use,bad quality,5,0
61d05e65bf56362b3e90d5d7,N/A,2022-01-01T13:59:00.000Z,2022-01-01T13:59:30.000Z,VW150cm,0.96,T30cm,26.27,VW150cm,0.75,VW120cm,0.28,T90cm,20.96,VW30cm,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,,,0.28,0.855,26.27,,20.96,,,01/01/2022,14:59:00,realistic,2,2,2,0,2,true,true,unusual,true,unrealistic,unrealistic,unrealistic,20,do not use,bad quality,4,0
61d05e6bbf56362b3e90d5d9,CAF04,2022-01-01T13:59:30.000Z,2022-01-01T14:00:00.000Z,T120cm,5.04,VW60cm,0.25,VW60cm,0.44,T120cm,21.66,T120cm,49.0,VW120cm,0.38,VW30cm,0.65,T150cm,31.81,T60cm,7.85,VW60cm,0.54,VW120cm,0.15,VW60cm,0.2,T150cm,32.84,VW150cm,0.2,VW90cm,0.4,VW60cm,,T60cm,24.44,VW30cm,0.46,T90cm,16.26,T150cm,14.66,VW120cm,0.09,T30cm,40.66,VW150cm,,T150cm,22.89,VW90cm,0.45,VW150cm,0.02,T60cm,30.69,T120cm,38.72,T150cm,23.79,T30cm,45.48,VW30cm,0.69,T30cm,16.01,T90cm,32.12,T60cm,44.37,VW30cm,0.45,VW90cm,0.93,VW30cm,0.08,T120cm,7.95,T30cm,18.43,T60cm,16.8,VW90cm,,VW150cm,0.74,T120cm,48.77,VW60cm,0.74,T60cm,13.72,T90cm,10.02,VW30cm,0.79,VW90cm,0.55,T60cm,17.98,T120cm,11.34,VW30cm,0.9,T120cm,41.77,VW150cm,0.2,VW60cm,0.22,T90cm,7.16,,,,,,,,,,,,,,,,,,,,,,,,,0.5742857142857144,,,0.20666666666666667,,30.144999999999996,22.264285714285712,16.389999999999997,28.031250000000004,25.198,01/01/2022,14:59:30,realistic,2,2,2,2,2,true,true,unrealistic,true,realistic,unrealistic,unrealistic,40,do not use,bad quality,5,0
